Admin2,state,9/30/20,10/31/20,POPESTIMATE2019
Jackson,oklahoma,10,13,24530.0
Jefferson,oklahoma,0,0,6002.0
Johnston,oklahoma,4,4,11085.0
Kay,oklahoma,13,16,43538.0
Kingfisher,oklahoma,2,3,15765.0
Kiowa,oklahoma,2,3,8708.0
Latimer,oklahoma,2,2,10073.0
Le Flore,oklahoma,19,24,49853.0
Lincoln,oklahoma,10,22,34877.0
Logan,oklahoma,1,2,48011.0
Love,oklahoma,1,1,10253.0
Major,oklahoma,1,2,7629.0
Marshall,oklahoma,2,2,16931.0
Mayes,oklahoma,11,15,41100.0
McClain,oklahoma,7,13,40474.0
McCurtain,oklahoma,34,41,32832.0
McIntosh,oklahoma,6,10,19596.0
Murray,oklahoma,1,3,14073.0
Muskogee,oklahoma,23,28,67997.0
Noble,oklahoma,3,3,11131.0
Nowata,oklahoma,4,4,10076.0
Okfuskee,oklahoma,5,8,11993.0
Oklahoma,oklahoma,195,231,797434.0
Okmulgee,oklahoma,8,13,38465.0
Osage,oklahoma,13,15,46963.0
Ottawa,oklahoma,6,18,31127.0
Out of OK,oklahoma,0,0,
Pawnee,oklahoma,3,5,16376.0
Payne,oklahoma,7,14,81784.0
Pittsburg,oklahoma,20,21,43654.0
Pontotoc,oklahoma,3,5,38284.0
Pottawatomie,oklahoma,10,14,72592.0
Pushmataha,oklahoma,2,6,11096.0
Roger Mills,oklahoma,1,4,3583.0
Rogers,oklahoma,52,55,92459.0
Seminole,oklahoma,6,6,24258.0
Sequoyah,oklahoma,11,14,41569.0
Stephens,oklahoma,5,8,43143.0
Texas,oklahoma,10,10,19983.0
Tillman,oklahoma,2,4,7250.0
Tulsa,oklahoma,166,214,651552.0
Unassigned,oklahoma,0,0,
Wagoner,oklahoma,26,31,81289.0
Washington,oklahoma,40,42,51527.0
Washita,oklahoma,0,0,10916.0
Woods,oklahoma,0,0,8793.0
Woodward,oklahoma,4,5,20211.0
Abbeville,south carolina,13,17,24527.0
Aiken,south carolina,82,87,170872.0
Allendale,south carolina,6,7,8688.0
Anderson,south carolina,178,209,202558.0
Bamberg,south carolina,34,34,14066.0
Barnwell,south carolina,16,25,20866.0
Beaufort,south carolina,83,93,192122.0
Berkeley,south carolina,89,95,227907.0
Calhoun,south carolina,17,18,14553.0
Charleston,south carolina,263,279,411406.0
Cherokee,south carolina,39,52,57300.0
Chester,south carolina,21,28,32244.0
Chesterfield,south carolina,37,46,45650.0
Clarendon,south carolina,67,68,33745.0
Colleton,south carolina,42,49,37677.0
Darlington,south carolina,57,67,66618.0
Dillon,south carolina,39,48,30479.0
Dorchester,south carolina,91,102,162809.0
Edgefield,south carolina,19,23,27260.0
Fairfield,south carolina,36,40,22347.0
Florence,south carolina,192,203,138293.0
Georgetown,south carolina,45,56,62680.0
Greenville,south carolina,306,353,523542.0
Greenwood,south carolina,73,76,70811.0
Hampton,south carolina,27,31,19222.0
Horry,south carolina,197,233,354081.0
Jasper,south carolina,22,23,30073.0
Kershaw,south carolina,38,49,66551.0
Lancaster,south carolina,52,62,98012.0
Laurens,south carolina,56,62,67493.0
Lee,south carolina,35,36,16828.0
Lexington,south carolina,163,214,298750.0
Marion,south carolina,26,44,30657.0
Marlboro,south carolina,11,14,26118.0
McCormick,south carolina,6,7,9463.0
Newberry,south carolina,27,54,38440.0
Oconee,south carolina,28,34,79546.0
Orangeburg,south carolina,126,131,86175.0
Out of SC,south carolina,0,0,
Pickens,south carolina,45,67,126884.0
Richland,south carolina,244,273,415759.0
Saluda,south carolina,21,24,20473.0
Spartanburg,south carolina,199,238,319785.0
Sumter,south carolina,78,89,106721.0
Unassigned,south carolina,0,0,
Union,south carolina,12,18,27316.0
Williamsburg,south carolina,45,50,30368.0
York,south carolina,75,107,280979.0
Aurora,south dakota,0,0,2751.0
Beadle,south dakota,9,15,18453.0
Bennett,south dakota,1,5,3365.0
Bon Homme,south dakota,1,1,6901.0
Brookings,south dakota,2,5,35077.0
Brown,south dakota,4,6,38839.0
Brule,south dakota,0,2,5297.0
Buffalo,south dakota,3,4,1962.0
Butte,south dakota,3,3,10429.0
Campbell,south dakota,0,1,1376.0
Charles Mix,south dakota,0,0,9292.0
Clark,south dakota,0,0,3736.0
Clay,south dakota,6,8,14070.0
Codington,south dakota,6,15,28009.0
Corson,south dakota,1,1,4086.0
Custer,south dakota,2,3,8972.0
Davison,south dakota,2,10,19775.0
Day,south dakota,0,2,5424.0
Deuel,south dakota,0,1,4351.0
Dewey,south dakota,0,0,5892.0
Douglas,south dakota,1,4,2921.0
Edmunds,south dakota,0,1,3829.0
Fall River,south dakota,4,6,6713.0
Faulk,south dakota,1,2,2299.0
Grant,south dakota,1,2,7052.0
Gregory,south dakota,3,10,4185.0
Haakon,south dakota,0,2,1899.0
Hamlin,south dakota,0,0,6164.0
Hand,south dakota,0,1,3191.0
Hanson,south dakota,0,1,3453.0
Harding,south dakota,0,0,1298.0
Hughes,south dakota,5,8,17526.0
Hutchinson,south dakota,2,2,7291.0
Hyde,south dakota,0,0,1301.0
Jackson,south dakota,1,3,3344.0
Jerauld,south dakota,1,12,2013.0
Jones,south dakota,0,0,903.0
Kingsbury,south dakota,0,2,4939.0
Lake,south dakota,7,9,12797.0
Lawrence,south dakota,5,6,25844.0
Lincoln,south dakota,2,20,61128.0
Lyman,south dakota,3,6,3781.0
Marshall,south dakota,0,1,4935.0
McCook,south dakota,1,1,5586.0
McPherson,south dakota,0,0,2379.0
Meade,south dakota,5,10,28332.0
Mellette,south dakota,0,1,2061.0
Miner,south dakota,0,1,2216.0
Minnehaha,south dakota,81,111,193134.0
Moody,south dakota,0,2,6576.0
Oglala Lakota,south dakota,3,9,14177.0
Out of SD,south dakota,0,0,
Pennington,south dakota,37,49,113775.0
Perkins,south dakota,0,0,2865.0
Potter,south dakota,0,0,2153.0
Roberts,south dakota,1,5,10394.0
Sanborn,south dakota,0,1,2344.0
Spink,south dakota,0,1,6376.0
Stanley,south dakota,0,0,3098.0
Sully,south dakota,0,0,1391.0
Todd,south dakota,5,6,10177.0
Tripp,south dakota,0,2,5441.0
Turner,south dakota,2,18,8384.0
Unassigned,south dakota,0,0,
Union,south dakota,7,12,15932.0
Walworth,south dakota,1,8,5435.0
Yankton,south dakota,4,6,22814.0
Ziebach,south dakota,0,2,2756.0
Anderson,tennessee,13,16,76978.0
Bedford,tennessee,17,23,49713.0
Benton,tennessee,8,10,16160.0
Bledsoe,tennessee,4,4,15064.0
Blount,tennessee,24,41,133088.0
Bradley,tennessee,17,24,108110.0
Campbell,tennessee,4,13,39842.0
Cannon,tennessee,1,2,14678.0
Carroll,tennessee,20,27,27767.0
Carter,tennessee,28,36,56391.0
Cheatham,tennessee,9,12,40667.0
Chester,tennessee,11,16,17297.0
Claiborne,tennessee,5,8,31959.0
Clay,tennessee,5,16,7615.0
Cocke,tennessee,10,17,36004.0
Coffee,tennessee,14,28,56520.0
Crockett,tennessee,19,23,14230.0
Cumberland,tennessee,19,27,60520.0
Davidson,tennessee,312,352,694144.0
DeKalb,tennessee,14,18,20490.0
Decatur,tennessee,7,11,11663.0
Dickson,tennessee,16,20,53948.0
Dyer,tennessee,17,38,37159.0
Fayette,tennessee,21,27,41133.0
Fentress,tennessee,4,12,18523.0
Franklin,tennessee,10,25,42208.0
Gibson,tennessee,25,48,49133.0
Giles,tennessee,17,38,29464.0
Grainger,tennessee,3,4,23320.0
Greene,tennessee,46,55,69069.0
Grundy,tennessee,6,13,13427.0
Hamblen,tennessee,28,50,64934.0
Hamilton,tennessee,95,111,367804.0
Hancock,tennessee,3,3,6620.0
Hardeman,tennessee,26,33,25050.0
Hardin,tennessee,16,23,25652.0
Hawkins,tennessee,20,29,56786.0
Haywood,tennessee,23,28,17304.0
Henderson,tennessee,24,26,28117.0
Henry,tennessee,10,12,32345.0
Hickman,tennessee,8,15,25178.0
Houston,tennessee,2,17,8201.0
Humphreys,tennessee,3,4,18582.0
Jackson,tennessee,5,8,11786.0
Jefferson,tennessee,14,24,54495.0
Johnson,tennessee,3,8,17788.0
Knox,tennessee,80,96,470313.0
Lake,tennessee,2,4,7016.0
Lauderdale,tennessee,16,18,25633.0
Lawrence,tennessee,14,20,44142.0
Lewis,tennessee,1,6,12268.0
Lincoln,tennessee,1,4,34366.0
Loudon,tennessee,7,13,54068.0
Macon,tennessee,21,25,24602.0
Madison,tennessee,66,81,97984.0
Marion,tennessee,8,14,28907.0
Marshall,tennessee,5,12,34375.0
Maury,tennessee,26,39,96387.0
McMinn,tennessee,26,39,53794.0
McNairy,tennessee,18,30,25694.0
Meigs,tennessee,3,6,12422.0
Monroe,tennessee,19,29,46545.0
Montgomery,tennessee,46,61,208993.0
Moore,tennessee,1,2,6488.0
Morgan,tennessee,3,7,21403.0
Obion,tennessee,11,27,30069.0
Out of TN,tennessee,27,36,
Overton,tennessee,6,25,22241.0
Perry,tennessee,0,9,8076.0
Pickett,tennessee,2,9,5048.0
Polk,tennessee,10,13,16832.0
Putnam,tennessee,44,59,80245.0
Rhea,tennessee,15,21,33167.0
Roane,tennessee,6,8,53382.0
Robertson,tennessee,39,43,71813.0
Rutherford,tennessee,92,116,332285.0
Scott,tennessee,2,5,22068.0
Sequatchie,tennessee,3,2,15026.0
Sevier,tennessee,15,23,98250.0
Shelby,tennessee,472,571,937166.0
Smith,tennessee,11,14,20157.0
Stewart,tennessee,2,13,13715.0
Sullivan,tennessee,33,53,158348.0
Sumner,tennessee,98,117,191283.0
Tipton,tennessee,19,23,61599.0
Trousdale,tennessee,7,9,11284.0
Unassigned,tennessee,4,6,
Unicoi,tennessee,1,5,17883.0
Union,tennessee,2,4,19972.0
Van Buren,tennessee,0,2,5872.0
Warren,tennessee,7,11,41277.0
Washington,tennessee,38,59,129375.0
Wayne,tennessee,5,7,16673.0
Weakley,tennessee,21,26,33328.0
White,tennessee,10,15,27345.0
Williamson,tennessee,36,57,238412.0
Wilson,tennessee,47,64,144657.0
Albany,wyoming,0,4,38880.0
Big Horn,wyoming,2,7,11790.0
Campbell,wyoming,1,3,46341.0
Carbon,wyoming,2,2,14800.0
Converse,wyoming,0,0,13822.0
Crook,wyoming,0,1,7584.0
Fremont,wyoming,14,15,39261.0
Goshen,wyoming,2,3,13211.0
Hot Springs,wyoming,0,0,4413.0
Johnson,wyoming,1,2,8445.0
Laramie,wyoming,4,6,99500.0
Lincoln,wyoming,1,3,19830.0
Natrona,wyoming,4,8,79858.0
Niobrara,wyoming,0,0,2356.0
Out of WY,wyoming,0,0,
Park,wyoming,2,3,29194.0
Platte,wyoming,1,2,8393.0
Sheridan,wyoming,4,4,30485.0
Sublette,wyoming,1,1,9831.0
Sweetwater,wyoming,2,2,42343.0
Teton,wyoming,1,1,23464.0
Uinta,wyoming,2,3,20226.0
Unassigned,wyoming,0,10,
Washakie,wyoming,6,7,7805.0
Weston,wyoming,0,0,6927.0
